# tracer: nop
#
# entries-in-buffer/entries-written: 8592/8592   #P:12
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
              sh-1270  [002] .... 140622.636935: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.658563: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.658972: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.659084: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.659139: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.659681: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.659844: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.660305: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.660507: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.660762: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.660933: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.661386: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-1271  [004] .... 140622.661534: tlb_flush: pages:4 reason:local mm shootdown (3)
    pcm-memory.x-1271  [004] .... 140622.661559: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [004] .... 140622.661577: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [004] d... 140622.661736: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.661789: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.662132: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.662200: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-1271  [004] .... 140622.662304: tlb_flush: pages:7 reason:local mm shootdown (3)
    pcm-memory.x-1271  [004] .... 140622.662319: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [004] .... 140622.662343: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [004] .... 140622.662355: tlb_flush: pages:21 reason:local mm shootdown (3)
          <idle>-0     [004] d... 140622.662492: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.663122: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.663228: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.663850: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.664082: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [003] d... 140622.664124: tlb_flush: pages:-1 reason:flush on task switch (0)
    tmux: server-7041  [003] .... 140622.664307: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [003] d... 140622.664339: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.664801: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [003] d... 140622.664916: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-1271  [004] .... 140622.664993: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [003] d... 140622.665010: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-1271  [004] .... 140622.665023: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [004] .... 140622.665332: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [003] d... 140622.665416: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [003] d... 140622.665520: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [003] d... 140622.665549: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [003] d... 140622.665599: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [011] d... 140622.665660: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 140622.665998: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [006] d... 140622.666008: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [011] d... 140622.666042: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 140622.666101: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 140622.666118: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-1271  [006] .... 140622.666204: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666221: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666243: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666255: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666267: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666279: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666292: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666304: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666317: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666329: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666341: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666353: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666374: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666387: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666399: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666411: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666424: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666436: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666449: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666461: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666473: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666484: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666496: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666508: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666519: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666532: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666544: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666556: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666568: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666582: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666595: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666607: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666621: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666982: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.666995: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667007: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667019: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667031: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667043: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667055: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667067: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667078: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667090: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667102: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667114: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667126: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667137: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667149: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667161: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667173: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667184: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667196: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667214: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667225: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667237: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667250: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667262: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667274: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667286: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667298: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667310: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667322: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667334: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667345: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667360: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667372: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667385: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667397: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667409: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667422: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667434: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667446: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667458: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667471: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667483: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667495: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667507: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667521: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667534: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667546: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667559: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667571: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667584: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667597: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667609: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667622: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667647: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667661: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667673: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667686: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667699: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667712: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667724: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667737: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667750: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667762: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667775: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667787: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667800: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667812: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667825: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667837: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667850: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667862: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667875: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667887: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667900: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667912: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667927: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667940: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667952: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667965: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667977: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.667989: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668002: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668014: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668027: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668039: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668051: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668063: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668076: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668088: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668101: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668114: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668127: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668139: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668151: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668164: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668176: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668189: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668201: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668213: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668225: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668237: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668249: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668261: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668273: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668285: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668297: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668309: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668321: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668333: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668345: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668357: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668370: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668383: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668395: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668408: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668420: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668432: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668445: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668457: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668469: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668481: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668495: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668507: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668519: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668531: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668544: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668556: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668568: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668580: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668592: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668605: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668617: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668636: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668650: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668663: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668675: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668688: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668700: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668713: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668725: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668737: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668749: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668761: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668773: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668785: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668797: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668810: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668823: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668835: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668847: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668859: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668872: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668884: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668896: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668908: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668920: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668932: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668945: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668957: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668969: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668981: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.668993: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.669006: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.669018: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.669030: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.669042: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.669054: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.669066: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.669079: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.669091: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.669105: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-1271  [006] .... 140622.669117: tlb_flush: pages:1 reason:local mm shootdown (3)
