# tracer: nop
#
# entries-in-buffer/entries-written: 10841/10841   #P:12
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
              sh-2931  [011] .... 143949.627444: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 143949.633927: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 143949.633993: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 143949.634512: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 143949.634746: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [000] d... 143949.634788: tlb_flush: pages:-1 reason:flush on task switch (0)
    tmux: server-7041  [000] .... 143949.635022: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [004] d... 143949.635035: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [000] d... 143949.635098: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [000] d... 143949.635113: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [000] d... 143949.635204: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-2932  [004] .... 143949.635232: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.635274: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.635702: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [000] d... 143949.635794: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [001] d... 143949.636271: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [000] d... 143949.636274: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [001] d... 143949.636381: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [008] d... 143949.636401: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [008] d... 143949.636488: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [009] d... 143949.636547: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-2932  [004] .... 143949.636577: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636578: tlb_flush: pages:1 reason:remote ipi send (4)
          <idle>-0     [009] d... 143949.636584: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-2932  [004] .... 143949.636605: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636617: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636628: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636639: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636650: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636661: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636671: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636682: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636693: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636705: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636716: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636727: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636738: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636749: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636760: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636771: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636782: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636793: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636804: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636814: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636824: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636857: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636869: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636879: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636891: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636902: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636913: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636924: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636935: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636947: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636958: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636970: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636981: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.636992: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637003: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637013: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637024: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637035: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637045: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637056: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637067: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637077: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637088: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637099: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637109: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637120: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637130: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637141: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637152: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637162: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637173: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637183: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637194: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637205: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637215: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637226: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637236: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637247: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637258: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637269: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637280: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637291: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637302: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637314: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637325: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637336: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637347: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637359: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637370: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637381: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637392: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637403: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637414: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637425: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637436: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637447: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637458: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637469: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637480: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637491: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637502: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637513: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637525: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637536: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637547: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637559: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637570: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637581: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637592: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637603: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637614: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637625: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637636: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637647: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637658: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637669: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637680: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637691: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637702: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637713: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637724: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637735: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637746: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637757: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637768: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637779: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637790: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637803: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637815: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637826: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637844: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637857: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637869: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637881: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637892: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637904: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637915: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637926: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637937: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637949: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637960: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637971: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637983: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.637995: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638006: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638018: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638029: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638040: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638051: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638063: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638074: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638085: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638096: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638107: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638119: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638130: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638141: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638152: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638163: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638175: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638187: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638198: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638209: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638220: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638231: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638242: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638253: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638264: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638276: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638288: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638300: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638311: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638322: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638333: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638344: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638356: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638367: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638378: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638389: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638400: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638411: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638422: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638433: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638444: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638456: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638467: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638478: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638489: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638500: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638511: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638522: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638534: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638545: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638556: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638567: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638579: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638591: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638602: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638613: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638624: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638635: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638647: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638658: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638669: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638680: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638691: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638702: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638714: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638724: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638736: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638747: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638758: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638769: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638782: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638793: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638804: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638815: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638826: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638837: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638857: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638871: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.638882: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.639194: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.639205: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.639215: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.639225: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.639235: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.639245: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.639255: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.639264: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.639274: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-2932  [004] .... 143949.639284: tlb_flush: pages:1 reason:local mm shootdown (3)
