# tracer: nop
#
# entries-in-buffer/entries-written: 13247/13247   #P:12
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
              sh-3156  [002] .... 144583.342309: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144583.404945: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [003] d... 144583.404947: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 144583.406380: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 144583.413207: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 144583.413455: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 144583.414111: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-3157  [004] .... 144583.414195: tlb_flush: pages:4 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.414211: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.414226: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.414877: tlb_flush: pages:7 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.414889: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.414907: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.414916: tlb_flush: pages:21 reason:local mm shootdown (3)
          <idle>-0     [004] d... 144583.416021: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 144583.424649: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 144583.424711: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 144583.425425: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 144583.425592: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [003] d... 144583.425634: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [004] d... 144583.425738: tlb_flush: pages:-1 reason:flush on task switch (0)
    tmux: server-7041  [003] .... 144583.425822: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.425856: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [003] d... 144583.425897: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-3157  [004] .... 144583.426107: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426379: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [003] d... 144583.426448: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [003] d... 144583.426585: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [010] d... 144583.426636: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [010] d... 144583.426754: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-3157  [004] .... 144583.426774: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426784: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426791: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426798: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426804: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426811: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426818: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426825: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426832: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426839: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426846: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426853: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426860: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426867: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426874: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426881: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426888: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426896: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426903: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426910: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426916: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426923: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426929: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426936: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426942: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426949: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426956: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426963: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426970: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426977: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.426997: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427004: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427012: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427018: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427025: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427032: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427039: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427045: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427052: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427059: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427066: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427072: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427079: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427086: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427092: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427099: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427106: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427112: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427119: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427126: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427132: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427139: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427146: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427152: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427159: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427165: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427172: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427179: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427185: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427192: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427198: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427206: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427212: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427219: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427227: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427234: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427241: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427248: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427256: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427263: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427270: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427277: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427284: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427291: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427298: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427305: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427313: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427320: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427327: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427334: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427341: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427348: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427355: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427362: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427370: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427377: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427384: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427391: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427398: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427405: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427412: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427419: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427426: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427433: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427440: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427448: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427455: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427462: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427469: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427476: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427483: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427490: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427497: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427504: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427511: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427518: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427525: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427533: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427540: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427547: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427554: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427561: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427568: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427575: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427582: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427589: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427596: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427604: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427611: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427619: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427626: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427633: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427640: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427647: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427655: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427662: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427669: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427676: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427683: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427691: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427698: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427705: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427712: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427719: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427726: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427733: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427740: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427747: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427754: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427762: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427769: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427776: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427783: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427790: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427797: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427804: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427811: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427819: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427826: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427833: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427840: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427848: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427855: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427862: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427869: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427876: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427883: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427890: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427897: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427905: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427912: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427919: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427926: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427933: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427940: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427947: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427955: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427962: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427969: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427976: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427991: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.427999: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428309: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428317: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428324: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428331: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428338: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428346: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428353: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428360: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428367: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428375: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428382: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428389: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428396: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428403: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428410: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428417: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428424: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428431: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428439: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428446: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428453: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428461: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428468: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428476: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428483: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428490: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428497: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428504: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3157  [004] .... 144583.428511: tlb_flush: pages:1 reason:local mm shootdown (3)
