# tracer: nop
#
# entries-in-buffer/entries-written: 11188/11188   #P:12
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
              sh-3097  [011] .... 144456.601959: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.604837: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.604923: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.605317: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.605470: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.605922: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.606088: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.606554: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.606749: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.607087: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.607981: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.607987: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-3098  [005] .... 144456.608072: tlb_flush: pages:4 reason:local mm shootdown (3)
    pcm-memory.x-3098  [005] .... 144456.608089: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [005] .... 144456.608102: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [005] d... 144456.608202: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.608285: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.608528: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.608610: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-3098  [005] .... 144456.608677: tlb_flush: pages:7 reason:local mm shootdown (3)
    pcm-memory.x-3098  [005] .... 144456.608688: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [005] .... 144456.608705: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [005] .... 144456.608713: tlb_flush: pages:21 reason:local mm shootdown (3)
          <idle>-0     [005] d... 144456.608819: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.609353: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.609448: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.609919: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.610128: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [001] d... 144456.610166: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.610240: tlb_flush: pages:-1 reason:flush on task switch (0)
    tmux: server-7041  [001] .... 144456.610362: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [005] .... 144456.610392: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [005] .... 144456.610704: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [001] d... 144456.610732: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-3098  [005] .... 144456.610975: tlb_flush: pages:1 reason:local mm shootdown (3)
          <idle>-0     [001] d... 144456.611044: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [001] d... 144456.611161: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [011] d... 144456.611223: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [005] d... 144456.611277: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [008] d... 144456.611278: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [011] d... 144456.611307: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [008] d... 144456.611313: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [006] d... 144456.611314: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [000] d... 144456.611711: tlb_flush: pages:-1 reason:flush on task switch (0)
          <idle>-0     [000] d... 144456.611728: tlb_flush: pages:-1 reason:flush on task switch (0)
    pcm-memory.x-3098  [006] .... 144456.611799: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611816: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611828: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611839: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611850: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611861: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611873: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611892: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611904: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611916: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611928: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611939: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611950: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611962: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611978: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.611989: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612000: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612012: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612023: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612034: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612045: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612055: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612066: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612077: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612088: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612100: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612111: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612122: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612133: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612146: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612158: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612169: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612182: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612193: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612204: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612215: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612226: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612236: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612247: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612258: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612268: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612279: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612290: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612300: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612311: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612321: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612332: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612343: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612366: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612378: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612389: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612400: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612411: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612422: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612432: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612443: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612454: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612464: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612475: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612485: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612497: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612508: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612519: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612530: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612544: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612556: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612567: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612579: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612590: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612602: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612613: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612625: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612636: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612647: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612658: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612669: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612680: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612692: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612703: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612714: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612725: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612736: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612747: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612758: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612770: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612781: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612792: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612803: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612814: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612825: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612837: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612849: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612861: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612873: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612884: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612896: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612907: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612919: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612930: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612942: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612953: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612964: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612976: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612987: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.612998: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613010: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613021: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613032: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613043: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613055: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613066: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613077: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613088: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613100: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613112: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613123: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613135: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613146: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613158: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613169: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613180: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613192: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613203: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613214: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613226: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613238: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613249: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613260: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613271: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613283: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613294: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613305: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613316: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613327: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613338: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613361: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613374: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613387: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613731: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613743: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613754: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613766: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613777: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613788: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613800: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613813: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613824: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613836: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613847: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613858: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613869: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613881: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613892: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613903: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613914: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613925: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613936: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613948: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613961: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613972: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613984: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.613995: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614007: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614019: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614031: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614042: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614054: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614065: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614077: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614088: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614099: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614111: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614122: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614133: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614144: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614156: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614168: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614179: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614191: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614202: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614213: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614224: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614235: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614246: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614258: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614269: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614280: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614292: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614303: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614314: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614325: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614336: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614355: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614369: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614381: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614392: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614404: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614415: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614426: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614438: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614450: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614462: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614473: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614484: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614496: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614507: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614519: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614530: tlb_flush: pages:1 reason:local mm shootdown (3)
    pcm-memory.x-3098  [006] .... 144456.614542: tlb_flush: pages:1 reason:local mm shootdown (3)
